title,artist,artist_popularity,followers
Why Don't We Fall In Love,Amerie,57,251677
The Rising,Bruce Springsteen,76,1425543
Grindin',Clipse,51,89651
Walking Away,Craig David,75,331809
She Loves Me Not,Papa Roach,77,1787815
Call Me,Tweet,53,174043
Out Of My Heart (Into Your Head),BBMak,42,19742
I'm Gonna Be Alright,Jennifer Lopez Featuring Nas,79,4236343
Hate To Say I Told You So,The Hives,60,318567
Tainted,Slum Village Featuring Dwele,56,95797
Put Me Down,Donell Jones,61,354610
Still Fly,Big Tymers,52,134700
Foolish,Ashanti,73,1011891
Without Me,Eminem,93,15210618
Days Go By,Dirty Vegas,43,21035
Someone To Love You,Ruff Endz,45,76201
All Eyez On Me,Monica,65,687152
Full Moon,Brandy,65,741147
Way Of Life,Lil Wayne,90,5914092
"My Neck, My Back",Khia Featuring DSD,53,46996
Wherever You Will Go,The Calling,66,221175
Tonight I Wanna Be Your Man,Andy Griggs,43,27600
halfcrazy,Musiq,63,471228
Blurry,Puddle Of Mudd,65,524717
A Little Less Conversation,Elvis Presley vs JXL,78,1943440
You Know That I Love You,Donell Jones,61,354610
Whatchulookinat,Whitney Houston,77,2484823
Blue Jeans,Yasmeen Featuring Ghostface Killah,11,89
All You Wanted,Michelle Branch,60,197513
Wasting My Time,Default,54,65125
Hella Good,No Doubt,70,779362
For All Time,Soluna,17,826
Not A Day Goes By,Lonestar,60,320058
What's Luv?,Fat Joe Featuring Ashanti,72,381132
Gots Ta Be,B2K,58,197084
What If A Woman,Joe,67,518674
Where Do We Go From Here,Filter,56,128951
I Need A Girl (Part One),P. Diddy Featuring Usher & Loon,76,467740
Living And Living Well,George Strait,73,698033
I Don't Have To Be Me ('til Monday),Steve Azar,34,5296
My Heart Is Lost To You,Brooks & Dunn,67,573554
Don't Say Goodbye,Paulina Rubio,67,740423
How You Remind Me,Nickelback,78,2565768
Rainy Dayz,Mary J. Blige Featuring Ja Rule,72,1257490
Help Me Understand,Trace Adkins,63,560783
Feels Good (Don't Worry Bout A Thing),Naughty By Nature Featuring 3LW,61,223841
Give It To Her,Tanto Metro & Devonte,44,12796
Here To Stay,Korn,75,2027838
U Don't Have To Call,Usher,82,5491404
Here Is Gone,Goo Goo Dolls,72,739643
Makin' Good Love,Avant,59,448472
Say I Yi Yi,Ying Yang Twins,65,297727
Don't Let Me Get Me,P!nk,84,3749009
Drive (For Daddy Gene),Alan Jackson,73,712246
Underneath Your Clothes,Shakira,85,9800170
Too Bad,Nickelback,78,2565768
I Should Be Sleeping,Emerson Drive,50,64232
Toxicity,System Of A Down,80,3376463
Wish I Didn't Miss You,Angie Stone,55,201336
Awnaw,Nappy Roots,53,58026
Pass The Courvoisier Part II,Busta Rhymes Featuring P. Diddy & Pharrell,76,754109
One Mic,Nas,75,1150331
I Don't Want You To Go,Carolyn Dawn Johnson,35,14146
Anything,Jaheim Featuring Next,60,466914
Escape,Enrique Iglesias,84,5710475
What If She's An Angel,Tommy Shane Steiner,26,319
That's When I Love You,Phil Vassar,55,85011
Crawling In The Dark,Hoobastank,68,639906
Guess Who's Back,Scarface Featuring Jay-Z & Beanie Sigel,56,153499
Ain't It Funny,Jennifer Lopez Featuring Ja Rule,79,4236344
My List,Toby Keith,69,810099
Saturday (Oooh! Ooooh!),Ludacris Featuring Sleepy Brown,78,1270448
Roc The Mic,Beanie Sigel & Freeway,56,153499
This Woman's Work,Maxwell,61,568459
Oops (Oh My),Tweet,53,174043
"I Breathe In, I Breathe Out",Chris Cagle,62,258710
Hands Clean,Alanis Morissette,69,851827
Youth Of The Nation,P.O.D.,66,634054
Can't Get You Out Of My Head,Kylie Minogue,71,522290
I'm Movin' On,Rascal Flatts,73,1221819
Modern Day Bonnie And Clyde,Travis Tritt,64,316679
Video,India.Arie,60,362349
Uh Huh,B2K,58,197084
How Come You Don't Call Me,Alicia Keys,80,3881891
Take A Message,Remy Shand,33,9933
The Cowboy In Me,Tim McGraw,76,1935207
That's Just Jessie,Kevin Denney,21,471
Take Ya Home,Lil Bow Wow,64,385426
What About Us?,Brandy,65,741147
Some Days You Gotta Dance,Dixie Chicks,67,495740
Overprotected,Britney Spears,80,3940087
Whoa Now,B Rich,10,113
Always On Time,Ja Rule Featuring Ashanti,73,564588
Hero,Enrique Iglesias,84,5710475
Nothing In This World,KeKe Wyatt Featuring Avant,51,195599
Chop Suey,System Of A Down,80,3376463
I Told Y'all,Petey Pablo,60,124729
It's Goin' Down,X-Ecutioners,36,7854
My Sacrifice,Creed,68,898111
Welcome To Atlanta,Jermaine Dupri & Ludacris,59,91540
Any Other Night,Sharissa,17,829
Song For The Lonely,Cher,67,546051
Can't Fight The Moonlight,LeAnn Rimes,63,287505
Family Affair,Mary J. Blige,72,1257490
"Lights, Camera, Action!",Mr. Cheeks,40,6709
The Whole World,OutKast Featuring Killer Mike,77,883082
The Long Goodbye,Brooks & Dunn,67,573554
Hey Luv (Anything),Mobb Deep Featuring 112,70,460757
Be Here,Raphael Saadiq Featuring D'Angelo,58,209163
U Got It Bad,Usher,82,5491405
Superman (It's Not Easy),Five For Fighting,63,238309
No More Drama,Mary J. Blige,72,1257490
No Matta What (Party All Night),Toya,55,1964
Bouncin' Back (Bumpin' Me Against The Wall),Mystikal,61,238674
The World's Greatest,R. Kelly,77,1465109
Hey Baby,No Doubt Featuring Bounty Killer,70,779362
7 Days,Craig David,75,331809
Bring On The Rain,Jo Dee Messina With Tim McGraw,56,155325
Feel The Girl,Ms. Jade,28,7276
Got Ur Self A...,Nas,75,1150331
Wrong Impression,Natalie Imbruglia,64,238153
Don't You Forget It,Glenn Lewis,47,40878
Good Morning Beautiful,Steve Holy,43,16343
Insatiable,Darren Hayes,40,30994
Get The Party Started,P!nk,84,3749009
"Whenever, Wherever",Shakira,85,9800172
Where Were You (When The World Stopped Turning),Alan Jackson,73,712247
Round And Round,Jonell & Method Man,28,612
Butterflies,Michael Jackson,84,4738351
Standing Still,Jewel,59,212724
Wrapped Around,Brad Paisley,71,1083354
In Another World,Joe Diffie,59,132777
Caramel,City High Featuring Eve,47,15616
Break Ya Neck,Busta Rhymes,76,754109
Brotha,Angie Stone,55,201336
Just Let Me Be In Love,Tracy Byrd,58,174612
I Miss You,DMX Featuring Faith Evans,73,823156
Defy You,The Offspring,77,2029252
A Woman's Worth,Alicia Keys,80,3881894
We Thuggin',Fat Joe Featuring R. Kelly,72,381132
Run,George Strait,73,698033
Riding With Private Malone,David Ball,44,19742
Part II,Method Man & Redman,68,476822
Let's Stay Home Tonight,Joe,67,518674
Where The Stars And Stripes And The Eagle Fly,Aaron Tippin,53,141660
Drowning,Backstreet Boys,77,1265602
I'm Tryin',Trace Adkins,63,560783
It's Been Awhile,Staind,68,844311
I Wanna Talk About Me,Toby Keith,69,810100
Dig In,Lenny Kravitz,69,1047007
Control,Puddle Of Mudd,65,524717
Livin' It Up,Ja Rule Featuring Case,73,564588
Differences,Ginuwine,70,817538
Hanging By A Moment,Lifehouse,69,722581
Fatty Girl,"Ludacris, LL Cool J & Keith Murray",65,458993
You Gets No Love,Faith Evans,70,372926
Stuck In A Moment You Can't Get Out Of,U2,80,2564877
Emotion,Destiny's Child,75,1934496
Fade,Staind,68,844311
Runaway,NB Ridaz Featuring Angelina,51,82912
Fallin',Alicia Keys,80,3881894
Turn Off The Light,Nelly Furtado,73,930600
I'm Real,Jennifer Lopez Featuring Ja Rule,79,4236344
Wish You Were Here,Incubus,73,1269773
My Sweet Lord,George Harrison,70,623562
Love Of A Woman,Travis Tritt,64,316679
Dance With Me,112,69,364953
Love Of My Life,Brian McKnight,64,430832
I'm A Survivor,Reba,61,533734
What Am I Gonna Do,Tyrese,59,723559
Lifetime,Maxwell,61,568459
I'm A Slave 4 U,Britney Spears,80,3940088
You Rock My World,Michael Jackson,84,4738351
God Bless The USA,Lee Greenwood,43,14906
Everywhere,Michelle Branch,60,197513
Ugly,Bubba Sparxxx,58,103685
The Star Spangled Banner,Whitney Houston,77,2484825
Smooth Criminal,Alien Ant Farm,63,266998
Where I Come From,Alan Jackson,73,712247
Raise Up,Petey Pablo,60,124729
Feelin' On Yo Booty,R. Kelly,77,1465110
What If,Babyface,63,415468
Who We Be,DMX,73,823156
Hit 'Em Up Style (Oops!),Blu Cantrell,58,60159
Crawling,Linkin Park,87,7792834
Diddy,P. Diddy Featuring The Neptunes,76,467740
Every Other Time,LFO,48,15455
Fat Lip,Sum 41,73,1371824
Where The Party At,Jagged Edge With Nelly,65,580687
Be Like That,3 Doors Down,74,1395937
I Would've Loved You Anyway,Trisha Yearwood,57,270754
Angels In Waiting,Tammy Cochran,20,4674
Let Me Blow Ya Mind,Eve Featuring Gwen Stefani,66,309313
Fill Me In,Craig David,75,331809
On A Night Like This,Trick Pony,35,41536
Take You Out,Luther Vandross,65,544486
Bad Day,Fuel,60,204328
Only In America,Brooks & Dunn,67,573554
Can't Deny It,Fabolous Featuring Nate Dogg,73,665447
I'm A Thug,Trick Daddy,61,264192
I'm A Believer,Smash Mouth,71,288241
U Remind Me,Usher,82,5491408
Ballin' Out Of Control,Jermaine Dupri Featuring Nate Dogg,59,91540
Castles In The Sky,Ian Van Dahl Featuring Marsha,47,19677
Set It Off,Juvenile,61,316438
When God-Fearin' Women Get The Blues,Martina McBride,59,355696
Contagious,The Isley Brothers Featuring Ronald Isley,66,486768
Drive,Incubus,73,1269773
Just In Case,Jaheim,60,466914
Someone To Call My Lover,Janet,68,821418
Area Codes,Ludacris Featuring Nate Dogg,78,1270449
Clint Eastwood,Gorillaz,80,2680041
Flavor Of The Weak,American Hi-Fi,50,64929
When It's Over,Sugar Ray,64,248777
Peaches & Cream,112,69,364953
I'm Just Talkin' About Tonight,Toby Keith,69,810100
Where The Blacktop Ends,Keith Urban,77,2060834
The Space Between,Dave Matthews Band,69,737443
All Or Nothing,O-Town,49,60176
Follow Me,Uncle Kracker,63,134849
Here's To The Night,Eve 6,57,114660
When I Think About Angels,Jamie O'Neal,38,30571
Start The Commotion,The Wiseguys,37,5272
I Wanna Be Bad,Willa Ford,33,15400
Because I Got High,Afroman,62,167006
What I Really Meant To Say,Cyndi Thomson,25,7626
Bad Boy For Life,"P. Diddy, Black Rob & Mark Curry",76,467740
Six-Pack Summer,Phil Vassar,55,85011
Girl Next Door,Musiq Soulchild Featuring Ayana,63,471228
Bootylicious,Destiny's Child,75,1934496
John Doe,Public Announcement Featuring LeLe,49,31206
Austin,Blake Shelton,76,2973970
Thank You,Dido,69,494817
There You'll Be,Faith Hill,67,512567
More Than That,Backstreet Boys,77,1265602
What Would You Do?,City High,47,15616
Irresistible,Jessica Simpson,54,338807
Purple Hills,D12,66,509504
My Projects,Coo Coo Cal,24,1858
This Is Me,Dream,39,5607
Sandstorm,Darude,60,67684
Laredo,Chris Cagle,62,258710
The Rock Show,Blink-182,80,3606908
I'm Already There,Lonestar,60,320058
Can't Believe,Faith Evans Featuring Carl Thomas,70,372926
While You Loved Me,Rascal Flatts,73,1221820
Mad Season,matchbox twenty,70,791628
Fallin',Alicia Keys,80,3881894
Someone To Call My Lover,Janet,68,821418
Ride Wit Me,Nelly Featuring City Spud,77,968774
Ghetto Girls,Lil Bow Wow,64,385426
Bia' Bia',"Lil Jon & The East Side Boyz Featuring Ludacris, Too Short, Big Kap & Chyna Whyte",31,1466
I Could Not Ask For More,Sara Evans,59,362448
Why They Call It Falling,Lee Ann Womack,56,175666
Don't Mess With The Radio,Nivea,52,182196
She Couldn't Change Me,Montgomery Gentry,63,411045
Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",79,2734300
Two People Fell In Love,Brad Paisley,71,1083356
Fiesta,R. Kelly Featuring Jay-Z,77,1465111
Right Where I Need To Be,Gary Allan,63,330414
La Bomba,Azul Azul,44,8650
When Somebody Loves You,Alan Jackson,73,712247
There She Goes,Babyface,63,415468
I'm Like A Bird,Nelly Furtado,73,930600
All For You,Janet,68,821418
Grown Men Don't Cry,Tim McGraw,76,1935210
There She Goes,Babyface,63,415468
I Like Them Girls,Tyrese,59,723559
If You're Gone,matchbox twenty,70,791628
I Hope You Dance,Lee Ann Womack,56,175666
I Cry,Ja Rule Featuring Lil' Mo,73,564588
Just A Baby Boy,Snoop Dogg Featuring Tyrese & Mr. Tan,59,723559
Survivor,Destiny's Child,75,1934496
Midwest Swing,St. Lunatics,39,34734
Lay Low,"Snoop Dogg Featuring Master P, Nate Dogg, Butch Cassidy & Tha Eastsidaz",84,3198699
Maybe I Deserve,Tank,16,1192
My Way,Limp Bizkit,74,1677521
Ain't Nothing 'Bout You,Brooks & Dunn,67,573554
Don't Happen Twice,Kenny Chesney,74,1629063
Heard It All Before,Sunshine Anderson,42,49400
Take It To Da House,Trick Daddy Featuring The SNS Express,61,264192
Yellow,Coldplay,89,10976859
Until The End Of Time,2Pac,82,3732908
It's A Great Day To Be Alive,Travis Tritt,64,316679
Never Had A Dream Come True,S Club 7,60,153310
"So Fresh, So Clean",OutKast,77,883082
Playas Gon' Play,3LW,48,149631
Oochie Wally,QB Finest Featuring Nas & Bravehearts,75,1150332
If I Fall You're Going Down With Me,Dixie Chicks,67,495740
South Side,Moby Featuring Gwen Stefani,72,804894
Missing You,Case,59,236518
Angel,Shaggy Featuring Rayvon,75,815764
What It Feels Like For A Girl,Madonna,77,2072944
Look At Us,Sarina Paris,24,1394
Stutter,Joe Featuring Mystikal,67,518675
Mrs. Steven Rudy,Mark McGuinn,22,187
Put It On Me,Ja Rule Featuring Lil' Mo & Vita,73,564588
Imitation Of Life,R.E.M.,74,1093474
Bizounce,Olivia,64,11159
A Long Walk,Jill Scott,63,618308
Everybody Doesn't,Amanda,29,842
Who's That Girl?,Eve,66,309313
Best I Ever Had (Grey Sky Morning),Vertical Horizon,57,118228
Butterfly,Crazy Town,61,109390
Jaded,Aerosmith,78,3798082
Who I Am,Jessica Andrews,41,23183
Breathless,The Corrs,63,293814
Nobody Wants To Be Lonely,Ricky Martin Duet With Christina Aguilera,78,2742755
There It Is,Ginuwine,70,817538
Stranger In My House,Tamia,64,378985
One More Day,Diamond Rio,58,182864
Southern Hospitality,Ludacris,78,1270449
One Step Closer,Linkin Park,87,7792838
If My Heart Had Wings,Faith Hill,67,512567
Outside,Aaron Lewis Of Staind With Fred Durst,68,844311
Crazy,K-Ci & JoJo,61,385730
The Way You Love Me,Faith Hill,67,512567
Puppy Love,Lil Bow Wow Featuring Jagged Edge,64,385426
After Party,Koffee Brown,41,22897
One More Time,Daft Punk,82,4126761
Let's Get Dirty (I Can't Get In Da Club),Redman Featuring DJ Kool,68,277154
Rose Bouquet,Phil Vassar,55,85011
Chickenhead,Project Pat,62,182346
Don't Talk,Jon B,57,320450
Promise,Jagged Edge,65,580688
You Shouldn't Kiss Me Like This,Toby Keith,69,810100
Lady (Hear Me Tonight),Modjo,55,40621
You Make Me Sick,P!nk,84,3749012
But For The Grace Of God,Keith Urban,77,2060834
There Is No Arizona,Jamie O'Neal,38,30571
Pour Me,Trick Pony,35,41536
That's How I Beat Shaq,Aaron Carter,58,91019
Don't Tell Me,Madonna,77,2072944
Love Don't Cost A Thing,Jennifer Lopez,79,4236345
Danger (Been So Long),Mystikal Featuring Nivea,61,238674
Could It Be,Jaheim,60,466914
Soul Sista,Bilal,60,94150
Too Little Too Late,Barenaked Ladies,63,219802
No More (Baby I'ma Do Right),3LW,48,149631
It's Over Now,112,69,364954
Bow Wow (That's My Name),Lil Bow Wow,64,385426
One Woman Man,Dave Hollister,47,143758
Thank You For Loving Me,Bon Jovi,79,3071328
Crazy,K-Ci & JoJo,61,385730
Ms. Jackson,OutKast,77,883082
Crazy For This Girl,Evan And Jaron,41,4516
Kryptonite,3 Doors Down,74,1395938
I Did It,Dave Matthews Band,69,737443
Emotional,Carl Thomas,54,193271
With Arms Wide Open,Creed,68,898113
Lucky 4 You (Tonight I'm Just Me),SHeDAISY,39,83548
Ashes By Now,Lee Ann Womack,56,175666
By Your Side,Sade,72,1015746
Babylon,David Gray,63,279369
Tell Her,Lonestar,60,320058
Cross The Border,Philly's Most Wanted,22,2113
Beautiful Day,U2,80,2564878
Hemorrhage (In My Hands),Fuel,60,204328
The Call,Backstreet Boys,77,1265602
This Everyday Love,Rascal Flatts,73,1221820
My First Love,Avant Featuring KeKe Wyatt,59,448473
A Good Day To Run,Darryl Worley,52,70306
Liquid Dreams,O-Town,49,60176
Stronger,Britney Spears,80,3940095
Is That Your Chick,Memphis Bleek Featuring Jay-Z & Missy Elliott,47,77434
So In Love With Two,Mikaila,12,1628
Oh No,Mos Def & Pharoahe Monch Featuring Nate Dogg,67,475220
Cha-Cha Slide,Mr. C The Slide Man,40,768
My Next Thirty Years,Tim McGraw,76,1935210
Loser,3 Doors Down,74,1395938
Born To Fly,Sara Evans,59,362448
Snoop Dogg,Snoop Dogg,84,3198699
I Lost It,Kenny Chesney,74,1629063
Rollin',Limp Bizkit,74,1677523
What's Your Fantasy,Ludacris Featuring Shawnna,78,1270450
I Wish,R. Kelly,77,1465111
Just Friends (Sunny),Musiq,63,471228
Shape Of My Heart,Backstreet Boys,77,1265602
We Danced,Brad Paisley,71,1083356
Still On Your Side,BBMak,42,19742
You All Dat,Baha Men With Imani Coppola,50,14258
Most Girls,P!nk,84,3749012
Dance With Me,Debelah Morgan,29,1846
Just Another Day In Paradise,Phil Vassar,55,85011
Mamacita,Public Announcement,49,31206
911,Wyclef Jean Featuring Mary J. Blige,72,159852
www.memory,Alan Jackson,73,712247
Stan,Eminem Featuring Dido,93,15210630
Gotta Tell You,Samantha Mumba,45,35318
Meanwhile Back At The Ranch,The Clark Family Experience,6,53
You Should've Told Me,Kelly Price,53,264663
Oklahoma,Billy Gilman,37,13019
How Many Licks?,Lil' Kim Featuring Sisqo,69,354273
She Bangs,Ricky Martin,78,2742757
Pinch Me,Barenaked Ladies,63,219802
My Baby You,Marc Anthony,78,2019114
Girls Dem Sugar,Beenie Man Featuring Mya,61,165879
The Itch,Vitamin C,41,19464
Bent,matchbox twenty,70,791628
The Little Girl,John Michael Montgomery,60,246056
Feels Like Love,Vince Gill,62,180348
Original Prankster,The Offspring,77,2029253
Thank You In Advance,Boyz II Men,70,919346
Bouncing Off The Ceiling (Upside Down),A*Teens,49,47223
Don't Think I'm Not,Kandi,38,32768
Best Of Intentions,Travis Tritt,64,316679
You're A God,Vertical Horizon,57,118228
Go On,George Strait,73,698034
Bounce With Me,Lil Bow Wow Featuring Xscape,64,385426
The Christmas Shoes,NewSong,44,46627
Open My Heart,Yolanda Adams,51,133456
Kiss This,Aaron Tippin,53,141660
Bag Lady,Erykah Badu,70,1008125
My Love Goes On And On,Chris Cagle,62,258710
If I Am,Nine Days,52,24918
No More,Ruff Endz,45,76201
Come On Over Baby (All I Want Is You),Christina Aguilera,79,2734301
Shake Ya Ass,Mystikal,61,238674
It's My Life,Bon Jovi,79,3071329
"Jumpin', Jumpin'",Destiny's Child,75,1934499
Incomplete,Sisqo,59,211833
Faded,SoulDecision Featuring Thrust,34,5382
That's The Kind Of Mood I'm In,Patty Loveless,53,99162
What Means The World To You,Cam'ron,11,103
You Won't Be Lonely Now,Billy Ray Cyrus,57,53632
Spanish Guitar,Toni Braxton,68,987972
Bad Boyz,Shyne Featuring Barrington Levy,50,71537
Last Resort,Papa Roach,77,1787820
Just Be A Man About It,Toni Braxton,68,987972
That Other Woman,Changing Faces,43,137014
The Light,Common,66,407108
Where I Wanna Be,Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt,40,9249
Higher,Creed,68,898113
Who Let The Dogs Out,Baha Men,50,14258
There You Are,Martina McBride,59,355696
Summer Rain,Carl Thomas,54,193271
Sleepwalker,The Wallflowers,59,183156
Californication,Red Hot Chili Peppers,86,6548263
Aaron's Party (Come Get It),Aaron Carter,58,91019
Doesn't Really Matter,Janet,68,821419
Wonderful,Everclear,60,236661
He Wasn't Man Enough,Toni Braxton,68,987972
Back Here,BBMak,42,19742
Change Your Mind,Sister Hazel,57,95304
Treat Her Like A Lady,Joe,67,518675
Deep Inside Of You,Third Eye Blind,68,458784
Don't Call Me Baby,Madison Avenue,47,4604
Souljas,Master P,56,243402
It's Always Somethin',Joe Diffie,59,132777
I Need You,LeAnn Rimes,63,287505
Country Comes To Town,Toby Keith,69,810100
Breathe,Faith Hill,67,512567
Absolutely (Story Of A Girl),Nine Days,52,24918
Desert Rose,Sting Featuring Cheb Mami,71,800059
Taking You Home,Don Henley,66,256517
It Must Be Love,Alan Jackson,73,712247
I Wanna Know,Joe,67,518675
Everything You Want,Vertical Horizon,57,118228
The Way I Am,Eminem,93,15210633
Could I Have This Kiss Forever,Whitney Houston & Enrique Iglesias,84,5710481
Your Everything,Keith Urban,77,2060835
What About Now,Lonestar,60,320058
Callin' Me,Lil' Zane Featuring 112,31,9737
One Voice,Billy Gilman,37,13019
Lucky,Britney Spears,80,3940096
Wifey,Next,60,306189
Let's Get Married,Jagged Edge,65,580689
What'Chu Like,Da Brat Featuring Tyrese,55,98891
I Think I'm In Love With You,Jessica Simpson,54,338807
Can't Go For That,Tamia,64,378985
You'll Always Be Loved By Me,Brooks & Dunn,67,573554
There You Go,P!nk,84,3749014
The Next Episode,Dr. Dre Featuring Snoop Dogg,81,3027325
I Wanna Be With You,Mandy Moore,68,224169
Purest Of Pain (A Puro Dolor),Son By Four,51,26835
You Sang To Me,Marc Anthony,78,2019114
I Will Love Again,Lara Fabian,56,107065
Sour Girl,Stone Temple Pilots,71,974326
Pull Over,Trina,59,251733
Dance Tonight,Lucy Pearl,49,37589
I Disappear,Metallica,83,6087665
Simple Kind Of Life,No Doubt,70,779362
